id,Target_Index,system,src,ref,hyps,mqm_score
16,146,NLLB_Greedy,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Das ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten.",-6.0
17,146,NLLB_MBR_BLEU,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten.",-0.0
18,146,ONLINE-A,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist *kein* Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.",-0.0
19,146,ONLINE-B,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist *kein* Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.",-0.0
20,146,ONLINE-G,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist * kein * Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.",-0.2
21,146,ONLINE-M,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den eigentlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Tatsachen behaupten. Es ist *kein* Argument für die Existenz objektiver wissenschaftlicher Tatsachen, an die ich nicht glaube.",-0.0
22,146,ONLINE-W,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien vereinbar sind, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist *nicht* ein Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.",-1.0
23,146,ONLINE-Y,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, der den tatsächlichen Inhalt der Wissenschaft beeinflusst, mit Theorien vereinbar sind, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist *nicht* ein Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.",-2.0
24,146,ZengHuiMT,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten, bestehen. Es ist kein Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube, glaube ich nicht.",-4.0
25,146,refA,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.",-1.0
26,245,AIRC,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO eines großen Unternehmens.,-5.0
27,245,GPT4-5shot,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO in einem großen Unternehmen. Es ist alles nur Klickköder, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-5.0
28,245,Lan-BridgeMT,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
29,245,NLLB_Greedy,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen über die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
30,245,NLLB_MBR_BLEU,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO eines großen Unternehmens. Es ist alles Klick-Eizang, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-5.0
31,245,ONLINE-A,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO in einem großen Unternehmen. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
32,245,ONLINE-B,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
33,245,ONLINE-G,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
34,245,ONLINE-M,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO in einem großen Unternehmen. Es ist alles Clickbait, aber es macht mir Sorgen über die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
35,245,ONLINE-W,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
36,245,ONLINE-Y,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
37,245,ZengHuiMT,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich in der Regel auf einen CEO eines großen Unternehmens. Es ist alles Clickbait, aber es macht mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen, die diese Artikel lesen.",-5.0
38,245,refA,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.","Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen.",-0.0
39,475,AIRC,Musical Start,Musikalischer Start,Musikalischer Start,-0.0
40,475,GPT4-5shot,Musical Start,Musikalischer Start,Musikalischer Start,-0.0
41,475,Lan-BridgeMT,Musical Start,Musikalischer Start,Musikalischer Start,-0.0
42,475,NLLB_Greedy,Musical Start,Musikalischer Start,Musikalische Anfänge,-0.0
43,475,NLLB_MBR_BLEU,Musical Start,Musikalischer Start,Musikalischer Anfang,-0.0
44,475,ONLINE-A,Musical Start,Musikalischer Start,Musikalischer Auftakt,-0.0
45,475,ONLINE-B,Musical Start,Musikalischer Start,Musikalischer Auftakt,-0.0
46,475,ONLINE-G,Musical Start,Musikalischer Start,Musikalischer Auftakt,-0.0
47,475,ONLINE-M,Musical Start,Musikalischer Start,Musikalischer Beginn,-0.0
48,475,ONLINE-W,Musical Start,Musikalischer Start,Musikalischer Auftakt,-0.0
49,475,ONLINE-Y,Musical Start,Musikalischer Start,Musikalischer Auftakt,-0.0
50,475,ZengHuiMT,Musical Start,Musikalischer Start,Musikalischer Start.,-0.0
51,475,refA,Musical Start,Musikalischer Start,Musikalischer Start,-0.0
52,555,AIRC,"I was disappointed upon receiving this item as the silver part that goes around the face appeared to be made of some sort of cheap plastic. It's not the fact that it was made of plastic that disappointed me as much as the fact that the plastic used made it look incredibly cheap. For me, this detail ruined the whole look for me. I also did not trust it to hold up to everyday wear so I ended up returning it. I was disappointed because it seemed like it would have been a good deal if it had not been for that. However, it you can overlook that, then it might be right for you. It was packaged well and did arrive quickly.","Ich war sehr enttäuscht, als ich den Artikel erhalten habe, weil der Silberteil, der um das Blatt geht, aus einer Art sehr billigem Plastik gemacht scheint. Was mich enttäuscht ist nicht die Tatsache, dass er aus Plastik ist, sondern dass das verwendete Plastik die Uhr unglaublich billig aussehen lässt. Dieses Detail hat für mich das gesamte Aussehen ruiniert. Ich habe auch nicht darauf vertraut, dass sie dem täglichen Tragen standhalten würde, und so habe ich sie zurückgeschickt. Ich war enttäuscht, weil es ein gutes Angebot schien, wenn das nicht gewesen wäre. Wenn das für Sie kein Problem ist, könnte das ein gutes Angebot für Sie sein. Sie war gut verpackt und kam schnell an.","Ich war enttäuscht darüber, dass der silberne Teil, der um das Gesicht geht, aus irgendeinem billigen Kunststoff hergestellt wurde. Es war nicht die Tatsache, dass es aus Kunststoff war, der mich so enttäuschte wie die Tatsache, dass der verwendete Kunststoff ihn unglaublich billig aussehen ließ. Für mich hat dieses Detail den ganzen Look für mich ruiniert und ich vertraue auch nicht darauf, den Alltag zu tragen, so dass ich am Ende wieder zurückkehrte. Ich war enttäuscht, weil es so schien, als wäre es ein guter Deal gewesen, wenn es nicht dafür gewesen wäre. Aber es kann man das übersehen, dann könnte es für Sie richtig sein, es wurde gut verpackt und kam schnell an.",-17.0
53,555,GPT4-5shot,"I was disappointed upon receiving this item as the silver part that goes around the face appeared to be made of some sort of cheap plastic. It's not the fact that it was made of plastic that disappointed me as much as the fact that the plastic used made it look incredibly cheap. For me, this detail ruined the whole look for me. I also did not trust it to hold up to everyday wear so I ended up returning it. I was disappointed because it seemed like it would have been a good deal if it had not been for that. However, it you can overlook that, then it might be right for you. It was packaged well and did arrive quickly.","Ich war sehr enttäuscht, als ich den Artikel erhalten habe, weil der Silberteil, der um das Blatt geht, aus einer Art sehr billigem Plastik gemacht scheint. Was mich enttäuscht ist nicht die Tatsache, dass er aus Plastik ist, sondern dass das verwendete Plastik die Uhr unglaublich billig aussehen lässt. Dieses Detail hat für mich das gesamte Aussehen ruiniert. Ich habe auch nicht darauf vertraut, dass sie dem täglichen Tragen standhalten würde, und so habe ich sie zurückgeschickt. Ich war enttäuscht, weil es ein gutes Angebot schien, wenn das nicht gewesen wäre. Wenn das für Sie kein Problem ist, könnte das ein gutes Angebot für Sie sein. Sie war gut verpackt und kam schnell an.","Ich war enttäuscht, als ich diesen Artikel erhielt, da der silberne Teil, der um das Gesicht geht, aus einer Art billigen Kunststoff zu bestehen schien. Es war nicht die Tatsache, dass es aus Kunststoff war, die mich so sehr enttäuschte, sondern die Tatsache, dass der verwendete Kunststoff es unglaublich billig aussehen ließ. Für mich hat dieses Detail das gesamte Aussehen ruiniert. Ich traute ihm auch nicht zu, dem täglichen Gebrauch standzuhalten, also habe ich es letztendlich zurückgegeben. Ich war enttäuscht, weil es so aussah, als wäre es ein gutes Geschäft gewesen, wenn das nicht gewesen wäre. Wenn Sie jedoch darüber hinwegsehen können, könnte es das Richtige für Sie sein. Es war gut verpackt und kam schnell an.",-1.0
54,555,Lan-BridgeMT,"I was disappointed upon receiving this item as the silver part that goes around the face appeared to be made of some sort of cheap plastic. It's not the fact that it was made of plastic that disappointed me as much as the fact that the plastic used made it look incredibly cheap. For me, this detail ruined the whole look for me. I also did not trust it to hold up to everyday wear so I ended up returning it. I was disappointed because it seemed like it would have been a good deal if it had not been for that. However, it you can overlook that, then it might be right for you. It was packaged well and did arrive quickly.","Ich war sehr enttäuscht, als ich den Artikel erhalten habe, weil der Silberteil, der um das Blatt geht, aus einer Art sehr billigem Plastik gemacht scheint. Was mich enttäuscht ist nicht die Tatsache, dass er aus Plastik ist, sondern dass das verwendete Plastik die Uhr unglaublich billig aussehen lässt. Dieses Detail hat für mich das gesamte Aussehen ruiniert. Ich habe auch nicht darauf vertraut, dass sie dem täglichen Tragen standhalten würde, und so habe ich sie zurückgeschickt. Ich war enttäuscht, weil es ein gutes Angebot schien, wenn das nicht gewesen wäre. Wenn das für Sie kein Problem ist, könnte das ein gutes Angebot für Sie sein. Sie war gut verpackt und kam schnell an.","Ich war enttäuscht, als ich diesen Artikel erhielt, da der silberne Teil, der um das Gesicht geht, aus einer Art billigem Plastik zu bestehen schien. Nicht die Tatsache, dass es aus Kunststoff gefertigt war, hat mich genauso enttäuscht wie die Tatsache, dass der verwendete Kunststoff es unglaublich billig aussehen ließ. Für mich ruinierte dieses Detail den ganzen Look für mich. Ich vertraute auch nicht darauf, dass es alltägliche Kleidung hält, also habe ich es am Ende zurückgegeben. Ich war enttäuscht, weil es schien, als wäre es ein gutes Geschäft gewesen, wenn es nicht dafür gewesen wäre. Sie können das jedoch übersehen, dann könnte es richtig für Sie sein. Es war gut verpackt und kam schnell an.",-25.0
