id,Target_Index,system,src,ref,hyps,mqm_score
28,1885,ONLINE-Y,衣服的质量非常好。,The clothing is of excellent quality.,The quality of the clothes is excellent.,-0.0
29,1885,Yishu,衣服的质量非常好。,The clothing is of excellent quality.,The quality of the clothes is very good.,-0.0
30,1885,ZengHuiMT,衣服的质量非常好。,The clothing is of excellent quality.,The quality of the clothes is very good.,-0.0
31,1885,refA,衣服的质量非常好。,The clothing is of excellent quality.,The clothing is of excellent quality.,-1.0
32,1496,ANVITA,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, Amazon is expected to be meticulous about the source of its products.",-1.0
33,1496,GPT4-5shot,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, there is an expectation for Amazon to be meticulous and strictly control the source of its products.",-1.0
34,1496,HW-TSC,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I hope that Amazon will be meticulous and strictly control the source of products.",-0.0
35,1496,IOL_Research,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.",Amazon is once again expected to be scrupulous and strict about the source of goods.,-1.0
36,1496,Lan-BridgeMT,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I hope that Amazon can be meticulous and strictly control the source of goods.",-0.0
37,1496,NLLB_Greedy,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, expect Amazon to be as uncompromising as ever in sourcing products.",-2.0
38,1496,NLLB_MBR_BLEU,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I expect Amazon to be careful about sourcing its products.",-1.0
39,1496,ONLINE-A,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, Amazon is expected to be meticulous and strict with the source of goods.",-0.0
40,1496,ONLINE-B,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I hope that Amazon will be meticulous and strictly control the source of products.",-0.0
41,1496,ONLINE-G,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.",I once again expect Amazon to be meticulous and strictly control the source of goods.,-1.0
42,1496,ONLINE-M,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Again, expect Amazon to be meticulous and strict to the source of goods.",-3.0
43,1496,ONLINE-W,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I expect Amazon to be meticulous and tighten up the source of their merchandise.",-5.0
44,1496,ONLINE-Y,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, we expect Amazon to be meticulous and strictly control the origin of products.",-0.0
45,1496,Yishu,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once again, I hope that Amazon will be meticulous and strictly control the source of products.",-0.0
46,1496,ZengHuiMT,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Again, I hope that Amazon can be meticulous and strictly control the source of goods.",-0.0
47,1496,refA,再度期望亚马逊能够一丝不苟，严把商品源头。,"Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.","Once more, I anticipate that Amazon will be very careful and cautious about the origin of the products.",-3.0
48,1851,ANVITA,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","No response, no acknowledgment of receipt and no test report!",-1.0
49,1851,GPT4-5shot,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There are no replies, receipts, or inspection reports!",-0.0
50,1851,HW-TSC,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There is no reply, receipt or test report!",-0.0
51,1851,IOL_Research,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",There is no reply and receipt and test report!,-2.0
52,1851,Lan-BridgeMT,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There was no reply, receipt, or inspection report!",-0.0
53,1851,NLLB_Greedy,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",No response and no reprimand and no test report!,-6.0
54,1851,NLLB_MBR_BLEU,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",There was no reply and no reply and no test reports!,-7.0
55,1851,ONLINE-A,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",There are no replies and receipts and test reports!,-2.0
56,1851,ONLINE-B,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There is no reply, receipt or test report!",-1.0
57,1851,ONLINE-G,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There are no replies, receipts, and test reports!",-1.0
58,1851,ONLINE-M,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",There are no responses and test reports!,-2.0
59,1851,ONLINE-W,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",There was no response or return receipt or test report!,-0.0
60,1851,ONLINE-Y,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",No replies or receipts or test reports!,-1.0
61,1851,Yishu,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There is no reply, receipt or test report!",-1.0
62,1851,ZengHuiMT,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!",No replies and no receipts and no test reports.,-1.0
63,1851,refA,没有任何回复和回执以及检测报告！,"There is no response, acknowledgement or test report!","There is no response, acknowledgement or test report!",-1.0
64,1765,ANVITA,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Amazon is strongly advised to discontinue EMS!,-1.0
65,1765,GPT4-5shot,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is strongly recommended that Amazon stop using EMS!,-0.0
66,1765,HW-TSC,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is strongly recommended that Amazon disable EMS!,-1.0
67,1765,IOL_Research,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is highly recommended that Amazon deactivate EMS!,-0.0
68,1765,Lan-BridgeMT,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Strongly suggest Amazon stop using EMS!,-1.0
69,1765,NLLB_Greedy,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Amazon strongly recommends that you stop using EMS!,-10.0
70,1765,NLLB_MBR_BLEU,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Amazon is strongly recommended to stop EMS!,-1.0
71,1765,ONLINE-A,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is highly recommended that Amazon deactivate EMS!,-1.0
72,1765,ONLINE-B,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is strongly recommended that Amazon disable EMS!,-5.0
73,1765,ONLINE-G,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is strongly recommended that Amazon disable EMS!,-1.0
74,1765,ONLINE-M,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,I strongly recommend Amazon to stop using EMS!,-0.0
75,1765,ONLINE-W,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Strongly recommend that Amazon discontinue EMS !,-1.0
76,1765,ONLINE-Y,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,I highly recommend Amazon discontinue EMS!,-1.0
77,1765,Yishu,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is strongly recommended that Amazon disable EMS!,-1.0
78,1765,ZengHuiMT,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,Amazon is strongly advised to stop using EMS,-1.0
79,1765,refA,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!,It is highly advised that Amazon turn off EMS!,-6.0
80,1678,ANVITA,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, there was a problem with something, and all the lights were flashing and unusable.",-5.0
81,1678,GPT4-5shot,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","The first time I bought it, there was a problem with the item, all the lights were flashing and it was unusable.",-2.1
82,1678,HW-TSC,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, something was wrong, all the lights were blinking, and it didn't work.",-1.0
83,1678,IOL_Research,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I first bought it, there was something wrong with it, all the lights were flashing and it couldn't be used.",-0.0
84,1678,Lan-BridgeMT,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","The first time I bought it, there was a problem with the item, all the lights were flashing, and it couldn't be used.",-2.0
85,1678,NLLB_Greedy,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","The first time I bought it, there was a problem, all the lights were flickering and not working.",-1.0
86,1678,NLLB_MBR_BLEU,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","The first time I bought it, there was a problem, all the lights were flashing and could not be used.",-3.1
87,1678,ONLINE-A,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I first bought it, there was something wrong with the thing, all the lights were flashing and it didn't work.",-1.0
88,1678,ONLINE-B,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, something was wrong, all the lights were blinking, and it didn't work.",-2.0
89,1678,ONLINE-G,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, there was a problem with something, all the lights were flashing and it couldn't be used.",-5.0
90,1678,ONLINE-M,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, there was something wrong, and all the lights were flashing and couldn’t be used.",-0.0
91,1678,ONLINE-W,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","The first time I bought it, there was something wrong with the thing, all the lights were blinking and it didn't work.",-2.0
92,1678,ONLINE-Y,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I first bought it, there was a problem with the item. All the lights were blinking and I couldn't use it.",-2.0
93,1678,Yishu,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, something was wrong, all the lights were blinking, and it didn't work.",-0.0
94,1678,ZengHuiMT,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I bought it for the first time, there was something wrong with it, all the lights were flashing and it didn't work.",-0.1
95,1678,refA,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.","When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.",-7.1
96,1100,ANVITA,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, the Communist Party leadership was forced to step down as protesters throughout East Germany demanded democracy and freedom.",-1.0
97,1100,GPT4-5shot,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, due to protesters across East Germany demanding democracy and freedom, the Communist Party leaders were forced to step down.",-1.0
98,1100,HW-TSC,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, Communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-1.0
99,1100,IOL_Research,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, Communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
100,1100,Lan-BridgeMT,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, due to protesters across East Germany demanding democracy and freedom, the Communist Party leaders were forced to step down.",-1.0
101,1100,NLLB_Greedy,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.",The Communist Party leaders were forced to step down as protesters across East Germany demanded democracy and freedom.,-1.0
102,1100,NLLB_MBR_BLEU,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, the Communist Party leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
103,1100,ONLINE-A,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, Communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
104,1100,ONLINE-B,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, Communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-1.0
105,1100,ONLINE-G,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, the leaders of the Communist Party were forced to step down as protestors across East Germany demanded democracy and freedom.",-0.0
106,1100,ONLINE-M,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, the leaders of the Communist Party were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
107,1100,ONLINE-W,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
108,1100,ONLINE-Y,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, communist leaders were forced to step down due to protesters from all over East Germany demanding democracy and freedom.",-0.0
109,1100,Yishu,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, Communist leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
110,1100,ZengHuiMT,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At the time, Communist Party leaders were forced to step down as protesters across East Germany demanded democracy and freedom.",-0.0
111,1100,refA,当时，由于东德各地的抗议者要求民主和自由，共产党领导人被迫下台。,"At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.","At that time, due to widespread protests demanding democracy and freedom across East Germany, Communist party leaders were forced to step down.",-1.0
112,1560,ANVITA,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just come across one of these, I recognize it, I buy several of them like this, I look to Amazon customer service, the customer service says that I can refund, but the shipping fee is advanced, and the shipping fee is returned to me in the form of a gift card.",-15.0
113,1560,GPT4-5shot,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I had just encountered one like this, I would have accepted it, but I bought several like this. I contacted Amazon customer service, and they said I could return it, but I had to pay for the shipping upfront, and then the shipping cost would be returned to me in the form of a gift card.",-2.0
114,1560,HW-TSC,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I only come across one like this, I will recognize it and buy a few that are like this. I contacted Amazon customer service, and the customer service said that it can be refunded, but the shipping fee will be paid in advance, and then the shipping fee will be returned to me in the form of a gift card.",-8.0
115,1560,IOL_Research,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just came across one of these, I recognized it, bought a few are like this, looking for Amazon customer service, customer service said it can be refunded, but the shipping costs advance, and then the shipping costs in the form of a gift card back to me.",-29.0
116,1560,Lan-BridgeMT,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just encountered one like this, I would accept it, but I bought several like this, contacted Amazon customer service, and they said I could return it, but I had to pay for the shipping, and then the shipping cost would be returned to me in the form of a gift card.",-1.0
117,1560,NLLB_Greedy,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just happen to see one of these, I admit, and buy a few of these, I go to Amazon and they say it's a return, but the shipping is paid for, and the shipping is returned to me in the form of a gift card.",-25.1
118,1560,NLLB_MBR_BLEU,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just bump into one of these, I admit, I buy them all and I go to Amazon, and they say they can be returned, but the shipping cost is paid, and the shipping is returned to me in the form of a gift card.",-13.0
119,1560,ONLINE-A,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I just come across one of these, I recognize it, buy a few of them are like this, go to Amazon customer service, the customer service says that it can be refunded, but the freight is paid in advance, and then the freight is returned to me in the form of gift cards.",-15.0
120,1560,ONLINE-B,如果我只是碰到一个这样的，我认了，买了几个都是这样子，找亚马逊客服，客服就说可以退，但运费垫付，然后运费以礼品卡的形式返回给我。,"I will recognize it and purchase a number of these if I only come across one like it, when I contacted Amazon customer service, they informed me that the shipping price may be reimbursed but that it would first need to be paid and would then be given to me in the form of a gift card.","If I only come across one like this, I will recognize it and buy a few that are like this. I find Amazon customer service, and the customer service says that it can be refunded, but the shipping fee will be paid in advance, and then the shipping fee will be returned to me in the form of a gift card.",-20.0
