id,Target_Index,system,src,ref,hyps,mqm_score
10,1101,QUARTZ_TuneReranking,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Через несколько недель после возвращения домой я получила письмо, в котором перечислялась масса других повреждений, за которые я должна отвечать, в том числе царапины на двери, которые якобы требовали перекраски задней части автомобиля через несколько дней после того, как я вернула свою арендную плату.",-8
11,1101,SRPOL,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Через несколько недель после того, как я вернулся домой, я получил письмо с перечислением кучи других повреждений, за которые я бы также был взыскан - включая царапины на двери, которые якобы требовали перекраски задней части автомобиля через несколько дней после того, как я вернул свой прокат.",-10.1
12,1101,bleu_bestmbr,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Через несколько недель после того, как я вернулся домой, я получил письмо со списком других повреждений, за которые мне также придется платить, включая царапины на двери, которые предположительно потребовали перекраски задней части автомобиля через несколько дней после того, как я вернул арендованную машину.",-1.2
13,1101,comet_bestmbr,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Через несколько недель после возвращения домой я получил письмо со списком других повреждений, за которые возместят, включая царапины на двери, которые предположительно потребовали перекраски задней части автомобиля через несколько дней после возврата арендованного автомобиля.",-11.2
14,1101,eTranslation,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Через несколько недель после того, как я вернулся домой, я получил письмо с перечислением кучу других повреждений, за которые я должен был бы заплатить, в том числе царапины на двери, которые якобы требовали перекраски задней части автомобиля через несколько дней после того, как я вернул свою аренду.",-15
15,1101,refA,"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.","Спустя несколько недель после того, как я вернулся домой, я получил письмо, в котором была перечислена куча других повреждений, в которых меня также обвиняли, �?включая царапины на двери, из-за чего, якобы, потребовалось перекрасить кормовую часть машины через несколько дней после того, как я вернул автомобиль, взятый напрокат.",-5.3
16,1922,HuaweiTSC,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
17,1922,JDExploreAcademy,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
18,1922,Lan-Bridge,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
19,1922,M2M100_1.2B-B4,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
20,1922,Online-A,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
21,1922,Online-B,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
22,1922,Online-G,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
23,1922,Online-W,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
24,1922,Online-Y,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
25,1922,PROMT,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
26,1922,QUARTZ_TuneReranking,But it could have been worse.,Но могло быть и хуже.,Но все могло быть еще хуже.,0
27,1922,SRPOL,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
28,1922,bleu_bestmbr,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
29,1922,comet_bestmbr,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
30,1922,eTranslation,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
31,1922,refA,But it could have been worse.,Но могло быть и хуже.,Но могло быть и хуже.,0
32,1548,HuaweiTSC,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое является уникальным или из мейнстрима.",-5
33,1548,JDExploreAcademy,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Сложно найти оборудование, которое было бы уникальным или нестандартным.",0
34,1548,Lan-Bridge,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Трудно найти уникальное или нестандартное оборудование.,0
35,1548,M2M100_1.2B-B4,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое является уникальным или выходит из основного потока.",0
36,1548,Online-A,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое является уникальным или вне мейнстрима.",0
37,1548,Online-B,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Трудно найти уникальное или нестандартное оборудование.,0
38,1548,Online-G,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое было бы уникальным или выходило бы за рамки мейнстрима.",0
39,1548,Online-W,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое было бы уникальным или выбивалось бы из общего ряда.",0
40,1548,Online-Y,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Сложно найти уникальное или нестандартное оборудование.,0
41,1548,PROMT,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Трудно найти уникальное или необычное оборудование.,0
42,1548,QUARTZ_TuneReranking,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое было бы уникальным или нестандартным.",0
43,1548,SRPOL,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Сложно найти оборудование, которое было бы уникальным или нестандартным.",0
44,1548,bleu_bestmbr,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Трудно найти уникальное или нестандартное оборудование.,0
45,1548,comet_bestmbr,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.",Сложно найти уникальное или выходящее за рамки основного рынка оборудование.,0
46,1548,eTranslation,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Трудно найти оборудование, которое является уникальным или вне мейнстрима.",0
47,1548,refA,It’s difficult to find equipment that’s unique or out of the mainstream.,"Сложно найти оборудование, которое уникально или отличается от общепринятого.","Сложно найти оборудование, которое уникально или отличается от общепринятого.",0
48,140,HuaweiTSC,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас отличный день.",-1
49,140,JDExploreAcademy,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас будет отличный день.",0
50,140,Lan-Bridge,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас есть отличный день.",-1
51,140,M2M100_1.2B-B4,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у вас прекрасный день.",-1
52,140,Online-A,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас будет отличный день.",0
53,140,Online-B,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас есть отличный день.",-1
54,140,Online-G,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас будет отличный день.",0
55,140,Online-W,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у вас будет отличный день.",0
56,140,Online-Y,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у тебя отличный день.",-1
57,140,PROMT,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у вас будет отличный день.",0
58,140,QUARTZ_TuneReranking,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас будет отличный день.",0
59,140,SRPOL,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у вас будет отличный день.",0
60,140,bleu_bestmbr,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас есть отличный день.",-1
61,140,comet_bestmbr,I hope you have an excellent day.,Желаю вам приятного дня.,"Надеюсь, у вас будет отличный день",-0.1
62,140,eTranslation,I hope you have an excellent day.,Желаю вам приятного дня.,"Я надеюсь, что у вас прекрасный день.",-1
63,140,refA,I hope you have an excellent day.,Желаю вам приятного дня.,Желаю вам приятного дня.,0
64,104,HuaweiTSC,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","В первом тайме на американских горках Мюнстер лидировал со счетом 13-7 после того, как шкипер Wasps Брэд Шилдс был спорно отправлен на опасный подкат к Дэйву Килкойну.",-12
65,104,JDExploreAcademy,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","""Мюнстер"" лидировал со счетом 13-7 после того, как капитан ""Уоспс"" Брэд Шилдс был спорно удален за опасный подкат на Дэйве Килкойне.",-12
66,104,Lan-Bridge,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм американских горок закончился тем, что <unk>Манстер<unk> лидировал со счетом 13<unk>7 после того, как капитан <unk>Ос<unk> Брэд Шилдс был удален с поля за опасный подкат Дэйва Килкойна.",-5
67,104,M2M100_1.2B-B4,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм завершился с Мюнстером, ведущим с 13 до 7, после того как командир «Васпса» Брэд Шилдс был отправлен на опасное противостояние с Дэйвом Килкойном.",-20
68,104,Online-A,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм американских горок закончился тем, что «Мюнстер» повел 13-7 после того, как шкипер «Уоспс» Брэд Шилдс был спорно удален за опасную атаку на Дэйва Килкойна.",-3
69,104,Online-B,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм американских горок закончился тем, что «Манстер» лидировал со счетом 13�? после того, как капитан «Ос» Брэд Шилдс был удален с поля за опасный подкат Дэйва Килкойна.",-9
70,104,Online-G,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм ""американских горок"" завершился победой ""Манстера"" со счетом 13:7 после того, как шкипер ""Ос"" Брэд Шилдс был спорно удален за опасный подкат на Дэйва Килкойна.",-17
71,104,Online-W,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первая половина игры закончилась со счетом 13-7 после того, как шкипер Wasps Брэд Шилдс был удален за опасный захват Дэйва Килкойна.",-18
72,104,Online-Y,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм американских горок закончился тем, что Манстер лидировал со счетом 13-7 после того, как шкипер Wasps Брэд Шилдс был спорно отправлен за опасный захват Дэйва Килкойна.",-13
73,104,PROMT,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм Rollercoaster закончился тем, что «Манстер» вел 13-7 после того, как шкипер «Уоспс» Брэд Шилдс был спорно удален за опасный подкат на Дэйва Килкойна.",-10
74,104,QUARTZ_TuneReranking,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм закончился тем, что Манстер повел со счетом 13: 7 после того, как капитан ""Осов"" Брэд Шенк был спорно удален за опасную атаку на Дэйва Килкойна.",-12
75,104,SRPOL,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм закончился победой ""Манстера"" со счетом 13:7 после того, как кипер ""Уоспс"" Брэд Шилдс был удален за опасный удар Дэйва Килкойна.",-16
76,104,bleu_bestmbr,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм американских горок закончился тем, что ""Манстер"" вел со счетом 13:7 после того, как капитан ""Ос"" Брэд Шилдс был удален с поля за опасный подкат Дэйва Килкойна.",-8
77,104,comet_bestmbr,A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм на американских горках закончился тем, что ""Манстер"" лидировал 13-7 после того, как капитан ""Ос"" Брэд Шилдс был удален с поля за опасную атаку на Дэра Килкойна.",-11
